CustomLabel,Title,Description,StartPrice,Quantity,PictureURL,ShippingCost
GS,"Pharmacy Bags - GS Design - #25 (6"" x 4"" x 11"")","Pharmacy Bags - GS Design - #25 (6"" x 4"" x 11"")

""
    ""High-quality pharmacy prescription bags featuring the classic design. Strong, dependable paper bags built for everyday pharmacy and retail use.

""
    ""📦 Product Details
""
    ""Design: GS
""
    ""Size: 6"" x 4"" x 11""
""
    ""Quantity: 1
""
    ""Material: Durable paper
""
    ""Condition: Brand new
""
    ""Country of Manufacture: Made in the USA 🇺🇸

""
    ""🚚 Shipping
""
    ""Flat $10 shipping per case.
""
    ""Orders ship within 2 business days — most ship same or next business day.

""
    ""💼 Better Pricing Available
""
    ""Contact bagsupplyco directly for a cheaper rate — even if you are ordering just one case.

""
    ""✔ Sold as a full case only
""
    ""✔ Reliable supply for pharmacies and medical offices

""
    ""Please message with any questions.
",75.80,1,https://www.bagsupplyco.com/catalog/pharmacy/gs/GS-22-FRONT.webp,10.00
GS,"Pharmacy Bags - GS Design - #14 (9"" x 11"")","Pharmacy Bags - GS Design - #14 (9"" x 11"")

""
    ""High-quality pharmacy prescription bags featuring the classic design. Strong, dependable paper bags built for everyday pharmacy and retail use.

""
    ""📦 Product Details
""
    ""Design: GS
""
    ""Size: 9"" x 11""
""
    ""Quantity: 1
""
    ""Material: Durable paper
""
    ""Condition: Brand new
""
    ""Country of Manufacture: Made in the USA 🇺🇸

""
    ""🚚 Shipping
""
    ""Flat $10 shipping per case.
""
    ""Orders ship within 2 business days — most ship same or next business day.

""
    ""💼 Better Pricing Available
""
    ""Contact bagsupplyco directly for a cheaper rate — even if you are ordering just one case.

""
    ""✔ Sold as a full case only
""
    ""✔ Reliable supply for pharmacies and medical offices

""
    ""Please message with any questions.
",114.64,1,https://www.bagsupplyco.com/catalog/pharmacy/gs/GS-22-FRONT.webp,10.00
GS,"Pharmacy Bags - GS Design - #15 (8.5"" x 3.5"" x 14.5"")","Pharmacy Bags - GS Design - #15 (8.5"" x 3.5"" x 14.5"")

""
    ""High-quality pharmacy prescription bags featuring the classic design. Strong, dependable paper bags built for everyday pharmacy and retail use.

""
    ""📦 Product Details
""
    ""Design: GS
""
    ""Size: 8.5"" x 3.5"" x 14.5""
""
    ""Quantity: 1
""
    ""Material: Durable paper
""
    ""Condition: Brand new
""
    ""Country of Manufacture: Made in the USA 🇺🇸

""
    ""🚚 Shipping
""
    ""Flat $10 shipping per case.
""
    ""Orders ship within 2 business days — most ship same or next business day.

""
    ""💼 Better Pricing Available
""
    ""Contact bagsupplyco directly for a cheaper rate — even if you are ordering just one case.

""
    ""✔ Sold as a full case only
""
    ""✔ Reliable supply for pharmacies and medical offices

""
    ""Please message with any questions.
",110.15,1,https://www.bagsupplyco.com/catalog/pharmacy/gs/GS-22-FRONT.webp,10.00
TY,"Pharmacy Bags - TY Design - #22 (4.5"" x 2.25"" x 11"")","Pharmacy Bags - TY Design - #22 (4.5"" x 2.25"" x 11"")

""
    ""High-quality pharmacy prescription bags featuring the classic design. Strong, dependable paper bags built for everyday pharmacy and retail use.

""
    ""📦 Product Details
""
    ""Design: Thank You
""
    ""Size: 4.5"" x 2.25"" x 11""
""
    ""Quantity: 1
""
    ""Material: Durable paper
""
    ""Condition: Brand new
""
    ""Country of Manufacture: Made in the USA 🇺🇸

""
    ""🚚 Shipping
""
    ""Flat $10 shipping per case.
""
    ""Orders ship within 2 business days — most ship same or next business day.

""
    ""💼 Better Pricing Available
""
    ""Contact bagsupplyco directly for a cheaper rate — even if you are ordering just one case.

""
    ""✔ Sold as a full case only
""
    ""✔ Reliable supply for pharmacies and medical offices

""
    ""Please message with any questions.
",137.78,1,https://www.bagsupplyco.com/catalog/pharmacy/ty/TY-22-FRONT.webp,10.00
TY,"Pharmacy Bags - TY Design - #23 (5"" x 2"" x 10"")","Pharmacy Bags - TY Design - #23 (5"" x 2"" x 10"")

""
    ""High-quality pharmacy prescription bags featuring the classic design. Strong, dependable paper bags built for everyday pharmacy and retail use.

""
    ""📦 Product Details
""
    ""Design: Thank You
""
    ""Size: 5"" x 2"" x 10""
""
    ""Quantity: 1
""
    ""Material: Durable paper
""
    ""Condition: Brand new
""
    ""Country of Manufacture: Made in the USA 🇺🇸

""
    ""🚚 Shipping
""
    ""Flat $10 shipping per case.
""
    ""Orders ship within 2 business days — most ship same or next business day.

""
    ""💼 Better Pricing Available
""
    ""Contact bagsupplyco directly for a cheaper rate — even if you are ordering just one case.

""
    ""✔ Sold as a full case only
""
    ""✔ Reliable supply for pharmacies and medical offices

""
    ""Please message with any questions.
",135.02,1,https://www.bagsupplyco.com/catalog/pharmacy/ty/TY-22-FRONT.webp,10.00
TY,"Pharmacy Bags - TY Design - #25 (6"" x 4"" x 11"")","Pharmacy Bags - TY Design - #25 (6"" x 4"" x 11"")

""
    ""High-quality pharmacy prescription bags featuring the classic design. Strong, dependable paper bags built for everyday pharmacy and retail use.

""
    ""📦 Product Details
""
    ""Design: Thank You
""
    ""Size: 6"" x 4"" x 11""
""
    ""Quantity: 1
""
    ""Material: Durable paper
""
    ""Condition: Brand new
""
    ""Country of Manufacture: Made in the USA 🇺🇸

""
    ""🚚 Shipping
""
    ""Flat $10 shipping per case.
""
    ""Orders ship within 2 business days — most ship same or next business day.

""
    ""💼 Better Pricing Available
""
    ""Contact bagsupplyco directly for a cheaper rate — even if you are ordering just one case.

""
    ""✔ Sold as a full case only
""
    ""✔ Reliable supply for pharmacies and medical offices

""
    ""Please message with any questions.
",75.80,1,https://www.bagsupplyco.com/catalog/pharmacy/ty/TY-22-FRONT.webp,10.00
TY,"Pharmacy Bags - TY Design - #26 (7"" x 4"" x 14"")","Pharmacy Bags - TY Design - #26 (7"" x 4"" x 14"")

""
    ""High-quality pharmacy prescription bags featuring the classic design. Strong, dependable paper bags built for everyday pharmacy and retail use.

""
    ""📦 Product Details
""
    ""Design: Thank You
""
    ""Size: 7"" x 4"" x 14""
""
    ""Quantity: 1
""
    ""Material: Durable paper
""
    ""Condition: Brand new
""
    ""Country of Manufacture: Made in the USA 🇺🇸

""
    ""🚚 Shipping
""
    ""Flat $10 shipping per case.
""
    ""Orders ship within 2 business days — most ship same or next business day.

""
    ""💼 Better Pricing Available
""
    ""Contact bagsupplyco directly for a cheaper rate — even if you are ordering just one case.

""
    ""✔ Sold as a full case only
""
    ""✔ Reliable supply for pharmacies and medical offices

""
    ""Please message with any questions.
",117.63,1,https://www.bagsupplyco.com/catalog/pharmacy/ty/TY-22-FRONT.webp,10.00
TY,"Pharmacy Bags - TY Design - #28 (8"" x 5"" x 17"")","Pharmacy Bags - TY Design - #28 (8"" x 5"" x 17"")

""
    ""High-quality pharmacy prescription bags featuring the classic design. Strong, dependable paper bags built for everyday pharmacy and retail use.

""
    ""📦 Product Details
""
    ""Design: Thank You
""
    ""Size: 8"" x 5"" x 17""
""
    ""Quantity: 1
""
    ""Material: Durable paper
""
    ""Condition: Brand new
""
    ""Country of Manufacture: Made in the USA 🇺🇸

""
    ""🚚 Shipping
""
    ""Flat $10 shipping per case.
""
    ""Orders ship within 2 business days — most ship same or next business day.

""
    ""💼 Better Pricing Available
""
    ""Contact bagsupplyco directly for a cheaper rate — even if you are ordering just one case.

""
    ""✔ Sold as a full case only
""
    ""✔ Reliable supply for pharmacies and medical offices

""
    ""Please message with any questions.
",128.91,1,https://www.bagsupplyco.com/catalog/pharmacy/ty/TY-22-FRONT.webp,10.00
TY,"Pharmacy Bags - TY Design - #12 (7"" x 10"")","Pharmacy Bags - TY Design - #12 (7"" x 10"")

""
    ""High-quality pharmacy prescription bags featuring the classic design. Strong, dependable paper bags built for everyday pharmacy and retail use.

""
    ""📦 Product Details
""
    ""Design: Thank You
""
    ""Size: 7"" x 10""
""
    ""Quantity: 1
""
    ""Material: Durable paper
""
    ""Condition: Brand new
""
    ""Country of Manufacture: Made in the USA 🇺🇸

""
    ""🚚 Shipping
""
    ""Flat $10 shipping per case.
""
    ""Orders ship within 2 business days — most ship same or next business day.

""
    ""💼 Better Pricing Available
""
    ""Contact bagsupplyco directly for a cheaper rate — even if you are ordering just one case.

""
    ""✔ Sold as a full case only
""
    ""✔ Reliable supply for pharmacies and medical offices

""
    ""Please message with any questions.
",132.65,1,https://www.bagsupplyco.com/catalog/pharmacy/ty/TY-22-FRONT.webp,10.00
TY,"Pharmacy Bags - TY Design - #14 (9"" x 11"")","Pharmacy Bags - TY Design - #14 (9"" x 11"")

""
    ""High-quality pharmacy prescription bags featuring the classic design. Strong, dependable paper bags built for everyday pharmacy and retail use.

""
    ""📦 Product Details
""
    ""Design: Thank You
""
    ""Size: 9"" x 11""
""
    ""Quantity: 1
""
    ""Material: Durable paper
""
    ""Condition: Brand new
""
    ""Country of Manufacture: Made in the USA 🇺🇸

""
    ""🚚 Shipping
""
    ""Flat $10 shipping per case.
""
    ""Orders ship within 2 business days — most ship same or next business day.

""
    ""💼 Better Pricing Available
""
    ""Contact bagsupplyco directly for a cheaper rate — even if you are ordering just one case.

""
    ""✔ Sold as a full case only
""
    ""✔ Reliable supply for pharmacies and medical offices

""
    ""Please message with any questions.
",114.64,1,https://www.bagsupplyco.com/catalog/pharmacy/ty/TY-22-FRONT.webp,10.00
